X,Y,OBJECTID,C_ORD,ARRO,QUA,IRIS,NUM,LET,TYP_VOIE,LIB_VOIE,NIV6,LIBACT,SIT,CODACT,SURF,CC_ID,CC_NIV,TYPE
651207.080688477,6865294.00292969,61740,70670,18,69,751186903,31,,RUE,LEPIC,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651143.650695801,6865202.42730713,61744,70675,18,69,751186903,17,,RUE,LEPIC,1,Supermarché classique,R,CA202,2,,,C
651149.76550293,6865211.21612549,61746,70677,18,69,751186903,19,,RUE,LEPIC,1,Traiteur asiatique,R,CA102,1,,,C
651115.248718262,6865195.68292236,61748,70679,18,69,751186903,1,B,RUE,CAUCHOIS,1,Vente de produits surgelés,R,CA107,1,,,C
651121.89630127,6865340.83508301,61770,70707,18,69,751186903,13,,RUE,JOSEPH DE MAISTRE,1,Traiteur asiatique,R,CA102,1,,,C
651126.522888184,6865177.7020874,61788,70725,18,69,751186903,13,,RUE,LEPIC,1,Commerce détail de boissons,R,CA111,1,,,C
651128.817321777,6865180.97869873,61789,70726,18,69,751186903,13,,RUE,LEPIC,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
650919.899291992,6865233.8494873,61797,70736,18,69,751186903,10,,RUE,CAULAINCOURT,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651099.512878418,6865109.83831787,61814,70753,18,69,751186902,4,,RUE,LEPIC,1,Traiteur asiatique,R,CA102,1,,,C
651115.491088867,6865133.0335083,61820,70759,18,69,751186902,10,,RUE,LEPIC,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651125.124694824,6865146.93347168,61821,70760,18,69,751186902,12,,RUE,LEPIC,1,Traiteur asiatique,R,CA102,1,,,C
651368.739501953,6865087.56787109,61858,70802,18,69,751186901,18,,RUE,GERMAIN PILON,1,Alimentation générale  <120m²,R,CA301,1,,,C
651469.324279785,6865121.14831543,61877,70821,18,69,751186901,15,,RUE,ABBESSES,1,Torréfacteur -  Commerce détail  thé et café,R,CA106,1,,,C
651515.094726562,6865060.68572998,61880,70824,18,69,751186901,25,,RUE,HOUDON,1,Alimentation générale  <120m²,R,CA301,1,,,C
651439.605285645,6864926.04992676,61887,70831,18,69,751186901,18,,BD,CLICHY,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651450.616516113,6866370.88549805,61907,70852,18,69,751186920,132,,RUE,DAMREMONT,1,Alimentation générale  <120m²,A,CA301,1,,,C
651511.122070312,6866479.27111816,61916,70861,18,69,751186920,83,,RUE,POTEAU,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651203.317504883,6865667.54309082,61928,70873,18,69,751186910,47,,RUE,CAULAINCOURT,1,Crèmerie - Fromagerie,R,CA112,1,,,C
651201.43951416,6865664.0112915,61929,70874,18,69,751186910,47,,RUE,CAULAINCOURT,1,Commerce détail de boissons,R,CA111,1,,,C
651213.242675781,6865685.465271,61933,70878,18,69,751186910,51,,RUE,CAULAINCOURT,1,Vente de fruits et légumes,R,CA108,1,,,C
651217.478271484,6865690.27587891,61934,70879,18,69,751186910,53,,RUE,CAULAINCOURT,1,Pâtisserie,R,CA104,1,,,C
651250.980102539,6865711.39367676,61937,70882,18,69,751186910,59,,RUE,CAULAINCOURT,1,Alimentation générale  <120m²,R,CA301,1,,,C
651271.600891113,6865713.98248291,61940,70885,18,69,751186910,61,,RUE,CAULAINCOURT,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651281.28729248,6865714.55310059,61941,70886,18,69,751186910,63,,RUE,CAULAINCOURT,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651151.165100098,6865710.42047119,61955,70900,18,69,751186910,40,,RUE,DAMREMONT,1,Commerce détail de boissons,R,CA111,1,,,C
651149.666687012,6865706.71173096,61956,70901,18,69,751186910,40,,RUE,DAMREMONT,1,Commerce détail de boissons,R,CA111,1,,,C
651154.925720215,6865719.67767334,61958,70903,18,69,751186910,42,,RUE,DAMREMONT,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651176.318115234,6865772.33868408,61966,70911,18,69,751186910,50,,RUE,DAMREMONT,1,Commerce détail de boissons,R,CA111,1,,,C
651189.815917969,6865805.59112549,61970,70915,18,69,751186910,54,,RUE,DAMREMONT,1,Crèmerie - Fromagerie,R,CA112,1,,,C
651188.317504883,6865801.88232422,61971,70916,18,69,751186910,54,,RUE,DAMREMONT,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
650625.651916504,6865778.63647461,62004,70952,18,69,751186906,44,,AV,SAINT OUEN,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651237.379516602,6866642.23187256,62010,70961,18,69,751186928,156,,BD,NEY,1,Alimentation générale  <120m²,R,CA301,1,,,C
651188.541320801,6866641.14447021,62014,70965,18,69,751186928,162,,BD,NEY,1,Alimentation générale  <120m²,R,CA301,1,,,C
651359.229125977,6866645.02807617,62028,70982,18,69,751186928,148,,BD,NEY,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651330.229675293,6866644.34490967,62030,70984,18,69,751186928,150,,BD,NEY,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651279.078674316,6864992.62652588,62051,71008,18,69,751186902,48,,BD,CLICHY,1,Alimentation générale  <120m²,R,CA301,1,,,C
651215.597717285,6865022.07110596,62061,71018,18,69,751186902,60,,BD,CLICHY,1,Alimentation générale  <120m²,R,CA301,1,,,C
651137.866088867,6865165.52069092,62072,71029,18,69,751186902,14,,RUE,LEPIC,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651142.339477539,6865172.15307617,62079,71037,18,69,751186902,14,,RUE,LEPIC,1,Traiteur asiatique,R,CA102,1,,,C
651140.102722168,6865168.83691406,62080,71038,18,69,751186902,14,,RUE,LEPIC,1,Vente de fruits et légumes,R,CA108,1,,,C
651152.123718262,6865186.45709229,62082,71040,18,69,751186902,18,,RUE,LEPIC,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651149.886901855,6865183.14093018,62083,71041,18,69,751186902,18,,RUE,LEPIC,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
651157.685119629,6865194.57928467,62084,71042,18,69,751186902,20,,RUE,LEPIC,1,Crèmerie - Fromagerie,R,CA112,1,,,C
651155.448303223,6865191.26312256,62085,71043,18,69,751186902,20,,RUE,LEPIC,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651164.844116211,6865205.04931641,62086,71044,18,69,751186902,22,,RUE,LEPIC,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
651177.465270996,6865223.17352295,62088,71046,18,69,751186902,24,,RUE,LEPIC,1,Supérette  classique,A,CA302,1,,,C
651175.171081543,6865219.89691162,62089,71047,18,69,751186902,24,,RUE,LEPIC,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651185.067871094,6865234.1807251,62090,71048,18,69,751186902,26,,RUE,LEPIC,1,Vente de fruits et légumes,R,CA108,1,,,C
651182.773498535,6865230.90411377,62091,71049,18,69,751186902,26,,RUE,LEPIC,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651180.479309082,6865227.62750244,62092,71050,18,69,751186902,26,,RUE,LEPIC,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
651199.546325684,6865232.28948975,62108,71069,18,69,751186902,35,,RUE,VERON,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651381.275512695,6866225.92852783,62119,71081,18,69,751186919,112,,RUE,DAMREMONT,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651380.409484863,6866165.38153076,62130,71092,18,69,751186919,154,,RUE,ORDENER,1,Commerce détail de boissons,R,CA111,1,,,C
650965.929077148,6866375.5546875,62145,71112,18,69,751186923,51,,RUE,VAUVENARGUES,1,Alimentation générale  <120m²,A,CA301,1,,,C
650930.18371582,6866398.46972656,62146,71113,18,69,751186923,171,,RUE,BELLIARD,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651570.895324707,6865028.2086792,62189,71161,18,70,751187003,83,,RUE,MARTYRS,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651721.19732666,6865010.8927002,62194,71166,18,70,751187003,7,,PL,CHARLES DULLIN,1,Alimentation générale  <120m²,R,CA301,1,,,C
651578.897521973,6864908.28051758,62201,71174,18,70,751187003,74,,RUE,MARTYRS,1,Alimentation générale  <120m²,R,CA301,1,,,C
651584.991271973,6865031.70892334,62213,71186,18,70,751187003,88,,RUE,MARTYRS,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651537.360473633,6865090.51049805,62281,71255,18,70,751187004,6,,RUE,ABBESSES,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651574.11328125,6865086.72747803,62285,71259,18,70,751187004,89,,RUE,MARTYRS,1,Torréfacteur -  Commerce détail  thé et café,R,CA106,1,,,C
651692.686523438,6865105.86828613,62317,71292,18,70,751187004,9,,RUE,TROIS FRERES,1,Glacier : vente à emporter et consommation sur place,R,CA113,1,,,C
651638.133300781,6865105.45092773,62335,71310,18,70,751187004,10,B,RUE,YVONNE LE TAC,1,Alimentation générale  <120m²,R,CA301,1,,,C
651439.443908691,6865186.11572266,62350,71326,18,70,751187004,24,,RUE,ABBESSES,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651480.921875,6865272.25488281,62367,71346,18,70,751187004,56,,RUE,TROIS FRERES,1,Alimentation générale  <120m²,A,CA301,1,,,C
651577.197509766,6865310.8560791,62379,71363,18,70,751187005,37,,RUE,GABRIELLE,1,Alimentation générale  <120m²,R,CA301,1,,,C
651563.870300293,6865413.85632324,62383,71368,18,70,751187005,12,,PL,JEAN BAPTISTE CLEMENT,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651631.905700684,6865412.94647217,62406,71392,18,70,751187008,14,,RUE,NORVINS,1,Glacier : vente à emporter et consommation sur place,R,CA113,1,,,C
651635.221923828,6865410.7097168,62407,71393,18,70,751187008,14,,RUE,NORVINS,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651615.642883301,6865420.36932373,62410,71396,18,70,751187008,16,,RUE,NORVINS,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651630.327087402,6865702.45349121,62430,71418,18,70,751187008,49,,RUE,LAMARCK,1,Alimentation générale  <120m²,A,CA301,1,,,C
651768.724914551,6865717.96630859,62440,71428,18,70,751187008,118,,RUE,CAULAINCOURT,1,Produits alimentaires bio et circuits courts,A,CA115,1,,,C
651764.730529785,6865717.75708008,62441,71429,18,70,751187008,118,,RUE,CAULAINCOURT,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651889.212524414,6865690.62689209,62455,71443,18,70,751187009,49,B,RUE,CUSTINE,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651871.376098633,6865698.23687744,62456,71444,18,70,751187009,53,,RUE,CUSTINE,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
651828.391479492,6865716.57971191,62460,71448,18,70,751187009,61,,RUE,CUSTINE,1,Vente de fruits et légumes,R,CA108,1,,,C
651728.47467041,6865437.64587402,62471,71460,18,70,751187009,48,,RUE,CHEVALIER DE LA BARRE,1,Glacier : vente à emporter et consommation sur place,R,CA113,1,,,C
651701.749694824,6865115.73510742,62488,71480,18,70,751187005,8,,RUE,TROIS FRERES,1,Alimentation générale  <120m²,R,CA301,1,,,C
651661.833679199,6865191.4362793,62500,71492,18,70,751187005,28,,RUE,TROIS FRERES,1,Alimentation générale  <120m²,R,CA301,1,,,C
651851.524719238,6865063.02508545,62508,71501,18,70,751187002,30,,RUE,ORSEL,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651810.443481445,6865053.64312744,62513,71506,18,70,751187002,40,,RUE,ORSEL,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651758.318725586,6865040.29931641,62521,71514,18,70,751187002,48,,RUE,ORSEL,1,Supérette  classique,R,CA302,1,,,C
651847.165710449,6865089.56530762,62530,71525,18,70,751187002,9,,RUE,STEINKERQUE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651842.522277832,6865108.60571289,62533,71528,18,70,751187002,13,,RUE,STEINKERQUE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651793.056518555,6865115.33349609,62535,71530,18,70,751187002,1,,RUE,TARDIEU,1,Glacier : vente à emporter et consommation sur place,A,CA113,1,,,C
651766.666870117,6865106.2833252,62539,71534,18,70,751187002,3,,RUE,TARDIEU,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
651716.891479492,6865072.71630859,62551,71546,18,70,751187002,6,,RUE,TROIS FRERES,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
651883.948120117,6865058.01391602,62589,71589,18,70,751187002,31,,RUE,ORSEL,1,Supermarché classique,R,CA202,2,,,C
651872.231079102,6865027.42211914,62598,71598,18,70,751187002,8,,RUE,STEINKERQUE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651961.645080566,6865091.56591797,62647,71648,18,70,751187002,14,,RUE,ORSEL,1,Supérette  classique,A,CA302,1,,,C
652112.405883789,6865111.32470703,62688,71692,18,70,751187002,7,,RUE,CLIGNANCOURT,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651984.241271973,6865284.38269043,62731,71746,18,70,751187006,21,,RUE,ANDRE DEL SARTE,1,Traiteur asiatique,R,CA102,1,,,C
652120.44909668,6865200.20147705,62739,71754,18,70,751187006,17,,RUE,CLIGNANCOURT,1,Supermarché classique,R,CA202,3,,,C
652037.250488281,6865171.60327148,62752,71767,18,70,751187006,12,,RUE,PIERRE PICARD,1,Alimentation générale  <120m²,R,CA301,1,,,C
652144.332092285,6865330.59710693,62763,71782,18,70,751187006,39,,RUE,CLIGNANCOURT,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
652144.888671875,6865334.55810547,62764,71783,18,70,751187006,39,,RUE,CLIGNANCOURT,1,Vente de fruits et légumes,R,CA108,1,,,C
652148.01171875,6865355.53631592,62767,71786,18,70,751187006,43,,RUE,CLIGNANCOURT,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652153.358886719,6865391.73791504,62773,71792,18,70,751187006,49,,RUE,CLIGNANCOURT,1,Commerce détail de boissons,A,CA111,1,,,C
652069.672119141,6865293.25952148,62790,71813,18,70,751187006,1,,RUE,FEUTRIER,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651991.760925293,6865350.41967773,62796,71823,18,70,751187006,21,,RUE,MULLER,1,Alimentation générale  <120m²,R,CA301,1,,,C
652148.066711426,6865423.85070801,62812,71850,18,70,751187007,1,,RUE,RAMEY,1,Traiteur asiatique,R,CA102,1,,,C
652145.04107666,6865432.23828125,62813,71851,18,70,751187007,3,,RUE,RAMEY,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652128.050476074,6865478.84869385,62821,71859,18,70,751187007,11,,RUE,RAMEY,1,Commerce détail de boissons,A,CA111,1,,,C
652120.483520508,6865499.69067383,62824,71862,18,70,751187007,15,,RUE,RAMEY,1,Alimentation générale  <120m²,R,CA301,1,,,C
652103.614074707,6865545.73510742,62855,71897,18,70,751187009,21,,RUE,RAMEY,1,Traiteur asiatique,A,CA102,1,,,C
652092.419311523,6865576.73468018,62883,71930,18,70,751187009,25,,RUE,RAMEY,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652091.051330566,6865580.49328613,62884,71931,18,70,751187009,25,,RUE,RAMEY,1,Traiteur asiatique,R,CA102,1,,,C
652081.550720215,6865606.67950439,62888,71936,18,70,751187009,31,,RUE,RAMEY,1,Alimentation générale  <120m²,R,CA301,1,,,C
652149.630126953,6865466.27612305,62903,71953,18,70,751187009,4,,RUE,RAMEY,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652142.669494629,6865485.53448486,62906,71956,18,70,751187009,8,,RUE,RAMEY,1,Vente de fruits et légumes,R,CA108,1,,,C
652121.421508789,6865544.2401123,62915,71966,18,70,751187009,18,,RUE,RAMEY,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
652114.643920898,6865562.9822998,62920,71971,18,70,751187009,22,,RUE,RAMEY,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
652191.824523926,6865630.10528564,62923,71975,18,70,751187010,69,,RUE,CLIGNANCOURT,1,Alimentation générale  <120m²,A,CA301,1,,,C
652064.544921875,6865652.91210938,62951,72004,18,70,751187010,35,,RUE,RAMEY,1,Alimentation générale  <120m²,R,CA301,1,,,C
651920.796081543,6865700.97851562,62957,72014,18,70,751187011,52,,RUE,CUSTINE,1,Alimentation générale  <120m²,R,CA301,1,,,C
651917.008728027,6865702.58850098,62962,72019,18,70,751187011,54,,RUE,CUSTINE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652000.911682129,6865812.87451172,62993,72055,18,70,751187011,61,,RUE,RAMEY,1,Alimentation générale  <120m²,R,CA301,1,,,C
651990.344909668,6865826.13153076,62997,72059,18,70,751187011,63,,RUE,RAMEY,1,Alimentation générale  <120m²,R,CA301,1,,,C
651987.467529297,6865828.91027832,62998,72060,18,70,751187011,63,,RUE,RAMEY,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651975.687316895,6865840.13812256,62999,72061,18,70,751187011,65,,RUE,RAMEY,1,Commerce détail de boissons,R,CA111,1,,,C
651816.568725586,6865748.77728271,63027,72098,18,70,751187012,2,,RUE,FRANCOEUR,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651773.985900879,6865888.11108398,63040,72111,18,70,751187012,115,,RUE,MARCADET,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651857.882324219,6865831.84588623,63050,72122,18,70,751187012,59,B,RUE,MONT CENIS,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651744.056884766,6865738.77087402,63054,72126,18,70,751187012,123,,RUE,CAULAINCOURT,1,Alimentation générale  <120m²,R,CA301,1,,,C
651752.968322754,6865739.22412109,63055,72127,18,70,751187012,125,,RUE,CAULAINCOURT,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651756.96270752,6865739.43328857,63056,72128,18,70,751187012,125,,RUE,CAULAINCOURT,1,Crèmerie - Fromagerie,R,CA112,1,,,C
651765.67388916,6865739.87628174,63057,72129,18,70,751187012,127,,RUE,CAULAINCOURT,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651782.730529785,6865740.7479248,63059,72131,18,70,751187012,129,,RUE,CAULAINCOURT,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651633.547485352,6865732.97290039,63066,72138,18,70,751187012,111,,RUE,CAULAINCOURT,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651652.484924316,6865733.98052979,63069,72141,18,70,751187012,113,,RUE,CAULAINCOURT,1,Commerce détail de boissons,R,CA111,1,,,C
651705.065124512,6865736.78167725,63076,72148,18,70,751187012,119,,RUE,CAULAINCOURT,1,Supérette  classique,A,CA302,1,,,C
651691.408874512,6865799.21551514,63078,72150,18,70,751187012,17,,RUE,FRANCOEUR,1,Supérette  classique,R,CA302,2,,,C
651663.003295898,6866037.93310547,63091,72171,18,70,751187013,7,,RUE,CLOYS,1,Supérette  classique,R,CA302,1,,,C
651692.639099121,6866000.0993042,63103,72183,18,70,751187013,50,,RUE,DUHESME,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
651849.021484375,6865897.7388916,63137,72220,18,70,751187013,110,,RUE,MARCADET,1,Supérette  classique,R,CA302,1,,,C
651866.210327148,6865909.45770264,63140,72223,18,70,751187013,65,,RUE,MONT CENIS,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
651867.312927246,6865913.30267334,63141,72224,18,70,751187013,65,,RUE,MONT CENIS,1,Commerce détail de boissons,R,CA111,1,,,C
651905.088317871,6865886.11328125,63154,72237,18,70,751187015,104,,RUE,MARCADET,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
652065.032714844,6865867.61108398,63167,72250,18,70,751187015,7,,RUE,EUGENE SUE,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
652125.893920898,6865904.43768311,63188,72272,18,70,751187015,31,,RUE,SIMART,1,Commerce détail de boissons,R,CA111,1,,,C
652034.39630127,6865840.35931396,63201,72286,18,70,751187014,2,,RUE,EUGENE SUE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652127.549072266,6865877.7255249,63213,72298,18,70,751187014,18,,RUE,EUGENE SUE,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
652184.545288086,6865836.63330078,63241,72326,18,70,751187014,19,,RUE,SIMART,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
652176.027893066,6865846.48510742,63243,72328,18,70,751187014,21,,RUE,SIMART,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
652170.688720703,6865874.02270508,63271,72360,18,70,751187014,22,,RUE,SIMART,1,Alimentation générale  <120m²,R,CA301,1,,,C
652166.16229248,6865879.26409912,63274,72363,18,70,751187014,24,,RUE,SIMART,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652167.075073242,6865908.57330322,63276,72365,18,70,751187015,21,,RUE,EUGENE SUE,1,Alimentation générale  <120m²,R,CA301,1,,,C
652116.452697754,6865936.5098877,63305,72396,18,70,751187015,32,,RUE,SIMART,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
652099.457092285,6865956.12310791,63309,72400,18,70,751187015,36,,RUE,SIMART,1,Alimentation générale  <120m²,R,CA301,1,,,C
651964.248718262,6865974.50030518,63314,72405,18,70,751187015,24,,RUE,HERMEL,1,Alimentation générale  <120m²,R,CA301,1,,,C
652020.844482422,6865996.22692871,63322,72413,18,70,751187015,107,,RUE,ORDENER,1,Supérette  classique,R,CA302,1,,,C
651996.052307129,6866003.40447998,63325,72416,18,70,751187015,111,,RUE,ORDENER,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
651754.873291016,6866061.2833252,63355,72450,18,70,751187013,121,,RUE,ORDENER,1,Chocolaterie - Confiserie,A,CA105,1,,,C
651781.76171875,6866033.51367188,63359,72454,18,70,751187013,17,,RUE,TRETAIGNE,1,Alimentation générale  <120m²,R,CA301,1,,,C
651723.207519531,6866052.63952637,63368,72464,18,70,751187013,53,,RUE,DUHESME,1,Alimentation générale  <120m²,R,CA301,1,,,C
651764.443725586,6866096.17932129,63383,72480,18,70,751187022,59,,RUE,DUHESME,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651784.944091797,6866117.83929443,63387,72484,18,70,751187022,63,,RUE,DUHESME,1,Poissonnerie,R,CA110,1,,,C
651691.098876953,6866097.64227295,63396,72493,18,70,751187022,104,,RUE,ORDENER,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651675.625305176,6866100.99908447,63397,72494,18,70,751187022,106,,RUE,ORDENER,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651785.207275391,6866137.878479,63402,72499,18,70,751187022,15,,RUE,POTEAU,1,Vente de fruits et légumes,A,CA108,1,,,C
651782.188476562,6866140.50268555,63403,72500,18,70,751187022,15,,RUE,POTEAU,1,Poissonnerie,R,CA110,1,,,C
651772.655700684,6866148.77532959,63404,72501,18,70,751187022,19,,RUE,POTEAU,1,Supermarché classique,R,CA202,2,,,C
651684.133300781,6866254.4586792,63422,72520,18,70,751187022,43,,RUE,POTEAU,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651681.726074219,6866257.65307617,63423,72521,18,70,751187022,43,,RUE,POTEAU,1,Alimentation générale  <120m²,R,CA301,1,,,C
651786.804504395,6866099.42449951,63444,72545,18,70,751187022,60,,RUE,DUHESME,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651794.775695801,6866107.878479,63446,72547,18,70,751187022,62,,RUE,DUHESME,1,Crèmerie - Fromagerie,R,CA112,1,,,C
651811.838317871,6866114.81628418,63447,72548,18,70,751187022,13,,RUE,POTEAU,1,Vente de fruits et légumes,A,CA108,1,,,C
651804.635925293,6866072.88708496,63458,72559,18,70,751187022,92,,RUE,ORDENER,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651867.289306641,6866066.70111084,63464,72565,18,70,751187022,1,,RUE,POTEAU,1,Torréfacteur -  Commerce détail  thé et café,R,CA106,1,,,C
651849.17388916,6866082.41571045,63466,72567,18,70,751187022,5,,RUE,POTEAU,1,Commerce détail de boissons,R,CA111,1,,,C
651846.155090332,6866085.03991699,63467,72568,18,70,751187022,5,,RUE,POTEAU,1,Traiteur asiatique,R,CA102,1,,,C
651831.325317383,6866097.91552734,63470,72571,18,70,751187022,7,,RUE,POTEAU,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651830.869873047,6866098.2979126,63471,72572,18,70,751187022,9,,RUE,POTEAU,1,Crèmerie - Fromagerie,R,CA112,1,,,C
651822.284301758,6866105.75030518,63473,72574,18,70,751187022,11,,RUE,POTEAU,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651811.838317871,6866114.81628418,63475,72576,18,70,751187022,13,,RUE,POTEAU,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651832.802307129,6866138.0993042,63478,72579,18,70,751187022,4,,PL,CHARLES BERNARD,1,Commerce détail de boissons,R,CA111,1,,,C
651842.674499512,6866158.32971191,63479,72580,18,70,751187022,68,,RUE,DUHESME,1,Traiteur asiatique,R,CA102,1,,,C
651839.946472168,6866155.40429688,63480,72581,18,70,751187022,68,,RUE,DUHESME,1,Chocolaterie - Confiserie,R,CA105,1,,,C
651853.41607666,6866169.68572998,63483,72584,18,70,751187022,70,,RUE,DUHESME,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651883.671508789,6866201.60351562,63489,72591,18,70,751187022,76,B,RUE,DUHESME,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
651857.464904785,6866097.6362915,63495,72599,18,70,751187022,10,,RUE,POTEAU,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651860.483886719,6866095.01208496,63496,72600,18,70,751187022,10,,RUE,POTEAU,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651843.154907227,6866110.04992676,63497,72601,18,70,751187022,12,,RUE,POTEAU,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
651849.192687988,6866104.80133057,63499,72603,18,70,751187022,12,,RUE,POTEAU,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
651855.230285645,6866099.55291748,63501,72605,18,70,751187022,12,,RUE,POTEAU,1,Commerce détail de boissons,R,CA111,1,,,C
651858.070922852,6866194.99987793,63511,72616,18,70,751187024,73,,RUE,DUHESME,1,Poissonnerie,R,CA110,1,,,C
651879.254882812,6866217.41149902,63514,72619,18,70,751187024,79,,RUE,DUHESME,1,Pâtisserie,R,CA104,1,,,C
651845.174072266,6866181.3850708,63521,72626,18,70,751187024,71,,RUE,DUHESME,1,Boucherie - Boucherie-Charcuterie,A,CA109,1,,,C
651851.516296387,6866281.26867676,63532,72637,18,70,751187024,22,,RUE,LETORT,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651826.092102051,6866194.75787354,63546,72651,18,70,751187023,7,,RUE,LETORT,1,Commerce détail de boissons,R,CA111,1,,,C
