,ARRO,NUM,TYP_VOIE,LIB_VOIE,LIBACT,lon,lat
320,3,103,RUE,TURENNE,Produits alimentaires bio et circuits courts,2.364495,48.861742
321,3,38,RUE,DEBELLEYME,Boulangerie - Boulangerie Pâtisserie,2.364193,48.862459
322,3,29,RUE,DEBELLEYME,Pâtisserie,2.363839,48.86241
323,3,34,RUE,SAINTONGE,Boulangerie - Boulangerie Pâtisserie,2.363532,48.862584
324,3,12,RUE,BRETAGNE,Charcuterie - Traiteur - Epicerie fine,2.358966,48.864989
325,3,14,RUE,BRETAGNE,Charcuterie - Traiteur - Epicerie fine,2.358883,48.865011
326,3,14,RUE,BRETAGNE,Charcuterie - Traiteur - Epicerie fine,2.358883,48.865011
327,3,14,RUE,BRETAGNE,Torréfacteur -  Commerce détail  thé et café,2.358883,48.865011
328,3,133,RUE,TURENNE,Chocolaterie - Confiserie,2.364605,48.864508
329,3,38,RUE,BRETAGNE,Charcuterie - Traiteur - Epicerie fine,2.35745,48.865377
330,3,40,RUE,BRETAGNE,Commerce détail de boissons,2.357389,48.865394
331,3,41,RUE,CHARLOT,Charcuterie - Traiteur - Epicerie fine,2.362688,48.863053
332,3,27,RUE,PICARDIE,Alimentation générale  <120m²,2.363078,48.86432
333,3,23,RUE,BERANGER,Produits alimentaires bio et circuits courts,2.363205,48.866739
334,3,3,RUE,CHARLES FRANCOIS DUPUIS,Produits alimentaires spécialisés régionaux et étrangers,2.363077,48.865256
335,3,164,RUE,TEMPLE,Monoprix,2.361361,48.866158
336,3,180,RUE,TEMPLE,Boulangerie - Boulangerie Pâtisserie,2.362917,48.86695
337,3,10,RUE,CORDERIE,Commerce détail de boissons,2.363124,48.865094
338,3,59,RUE,SAINTONGE,Boulangerie - Boulangerie Pâtisserie,2.365227,48.864166
339,3,134,RUE,TURENNE,Boulangerie - Boulangerie Pâtisserie,2.364843,48.864664
340,3,1,BD,TEMPLE,Boulangerie - Boulangerie Pâtisserie,2.361093,48.866401
341,3,9,BD,TEMPLE,Vente de produits surgelés,2.361093,48.866401
342,3,17,BD,TEMPLE,Alimentation générale  <120m²,2.361093,48.866401
343,3,2,RUE,PONT AUX CHOUX,Boulangerie - Boulangerie Pâtisserie,2.36686,48.861061
344,3,20,RUE,PONT AUX CHOUX,Charcuterie - Traiteur - Epicerie fine,2.364971,48.861326
345,3,88,RUE,TURENNE,Alimentation générale  <120m²,2.364715,48.861387
346,3,41,RUE,BRETAGNE,Chocolaterie - Confiserie,2.35419,48.865771
347,3,41,RUE,BRETAGNE,Vente de fruits et légumes,2.35419,48.865771
348,3,45,RUE,BRETAGNE,Torréfacteur -  Commerce détail  thé et café,2.353267,48.865971
349,3,101,BD,BEAUMARCHAIS,Supérette  classique,2.367171,48.860208
350,3,80,RUE,TURENNE,Commerce détail de boissons,2.364695,48.860771
351,3,91,BD,BEAUMARCHAIS,Commerce détail de boissons,2.367372,48.859379
352,3,93,BD,BEAUMARCHAIS,Boulangerie - Boulangerie Pâtisserie,2.367318,48.859607
353,3,93,BD,BEAUMARCHAIS,Charcuterie - Traiteur - Epicerie fine,2.367318,48.859607
354,3,79,BD,BEAUMARCHAIS,Traiteur asiatique,2.367546,48.858659
355,3,24,RUE,SAINT GILLES,Supérette  classique,2.365596,48.858054
356,3,37,BD,BEAUMARCHAIS,Produits alimentaires spécialisés régionaux et étrangers,2.368129,48.856236
357,3,61,BD,BEAUMARCHAIS,Alimentation générale  <120m²,2.367827,48.8575
358,3,4,RUE,PAS DE LA MULE,Chocolaterie - Confiserie,2.367734,48.855923
359,3,1,RUE,SAINT GILLES,Boulangerie - Boulangerie Pâtisserie,2.367683,48.857597
360,3,32,RUE,TURENNE,Boulangerie - Boulangerie Pâtisserie,2.364562,48.857168
361,3,35,RUE,TURENNE,Pâtisserie,2.364311,48.856815
362,3,16,RUE,ELZEVIR,Commerce détail de boissons,2.362208,48.858809
363,3,16,RUE,ELZEVIR,Chocolaterie - Confiserie,2.362208,48.858809
364,3,60,RUE,VIEILLE DU TEMPLE,Produits alimentaires spécialisés régionaux et étrangers,2.359318,48.858933
365,3,60,RUE,VIEILLE DU TEMPLE,Produits alimentaires spécialisés régionaux et étrangers,2.359318,48.858933
366,3,64,RUE,VIEILLE DU TEMPLE,Torréfacteur -  Commerce détail  thé et café,2.359468,48.859093
367,3,111,RUE,VIEILLE DU TEMPLE,Produits alimentaires spécialisés régionaux et étrangers,2.361939,48.860671
368,3,8,RUE,QUATRE FILS,Alimentation générale  <120m²,2.360427,48.860268
369,3,48,RUE,FRANCS BOURGEOIS,Vente de produits surgelés,2.358534,48.858989
370,3,6,RUE,PAS DE LA MULE,Boulangerie - Boulangerie Pâtisserie,2.367113,48.856027
371,3,14,RUE,RAMBUTEAU,Pâtisserie,2.355653,48.860562
372,3,14,RUE,RAMBUTEAU,Produits alimentaires spécialisés régionaux et étrangers,2.355653,48.860562
373,3,14,RUE,RAMBUTEAU,Boulangerie - Boulangerie Pâtisserie,2.355653,48.860562
374,3,14,RUE,RAMBUTEAU,Commerce détail de boissons,2.355653,48.860562
375,3,14,RUE,RAMBUTEAU,Torréfacteur -  Commerce détail  thé et café,2.355653,48.860562
376,3,68,RUE,TEMPLE,Charcuterie - Traiteur - Epicerie fine,2.356084,48.861179
377,3,5,RUE,HAUDRIETTES,Supermarché classique,2.357559,48.861533
378,3,12,RUE,CHAPON,Commerce détail de boissons,2.356621,48.863297
379,3,4,RUE,MONTMORENCY,Alimentation générale  <120m²,2.357138,48.862519
380,3,109,RUE,TEMPLE,Alimentation générale  <120m²,2.357542,48.862584
381,3,26,RUE,BEAUBOURG,Vente de produits surgelés,2.353943,48.861788
382,3,9,RUE,MICHEL LE COMTE,Alimentation générale  <120m²,2.356316,48.862063
383,3,18,RUE,RAMBUTEAU,Traiteur asiatique,2.354802,48.860847
384,3,18,RUE,RAMBUTEAU,Boulangerie - Boulangerie Pâtisserie,2.354802,48.860847
385,3,24,RUE,RAMBUTEAU,Vente de fruits et légumes,2.354363,48.860994
386,3,26,RUE,RAMBUTEAU,Supermarché classique,2.354176,48.861056
387,3,26,RUE,RAMBUTEAU,Commerce détail de boissons,2.354176,48.861056
388,3,28,RUE,RAMBUTEAU,Traiteur asiatique,2.354012,48.861111
389,3,30,RUE,RAMBUTEAU,Commerce détail de boissons,2.353801,48.861182
390,3,30,RUE,RAMBUTEAU,Alimentation générale  <120m²,2.353801,48.861182
391,3,16,RUE,GRENIER SAINT LAZARE,Produits alimentaires bio et circuits courts,2.353603,48.862967
392,3,30,RUE,GRENIER SAINT LAZARE,Crèmerie - Fromagerie,2.35303,48.863133
393,3,34,RUE,GRENIER SAINT LAZARE,Commerce détail de boissons,2.352822,48.863202
394,3,33,RUE,MONTMORENCY,Produits alimentaires spécialisés régionaux et étrangers,2.354042,48.863321
395,3,212,RUE,SAINT MARTIN,Produits alimentaires spécialisés régionaux et étrangers,2.352793,48.863604
396,3,34,RUE,MONTMORENCY,Boulangerie - Boulangerie Pâtisserie,2.354152,48.863384
397,3,216,RUE,SAINT MARTIN,Boulangerie - Boulangerie Pâtisserie,2.352907,48.86383
398,3,222,RUE,SAINT MARTIN,Produits alimentaires bio et circuits courts,2.353013,48.864019
399,3,42,RUE,CHAPON,Commerce détail de boissons,2.35452,48.863902
400,3,61,RUE,GRAVILLIERS,Traiteur asiatique,2.354672,48.864376
401,3,73,RUE,GRAVILLIERS,Vente de fruits et légumes,2.353911,48.8646
402,3,64,BD,SEBASTOPOL,Torréfacteur -  Commerce détail  thé et café,2.35146,48.863904
403,3,66,BD,SEBASTOPOL,Produits alimentaires bio et circuits courts,2.351517,48.864004
404,3,12,PAS,MOLIERE,Commerce détail de boissons,2.351325,48.862393
405,3,58,RUE,RAMBUTEAU,Glacier : vente à emporter et consommation sur place,2.351477,48.861765
406,3,62,RUE,RAMBUTEAU,Boulangerie - Boulangerie Pâtisserie,2.351136,48.861842
407,3,149,RUE,SAINT MARTIN,Boulangerie - Boulangerie Pâtisserie,2.351669,48.861865
408,3,169,RUE,SAINT MARTIN,Charcuterie - Traiteur - Epicerie fine,2.352016,48.862486
409,3,67,RUE,QUINCAMPOIX,Commerce détail de boissons,2.350942,48.862019
410,3,64,RUE,RAMBUTEAU,Boulangerie - Boulangerie Pâtisserie,2.350692,48.861943
411,3,35,RUE,BEAUBOURG,Traiteur asiatique,2.353682,48.861889
412,3,3,RUE,BRANTOME,Torréfacteur -  Commerce détail  thé et café,2.352477,48.861701
413,3,17,RUE,GRENIER SAINT LAZARE,Supérette  classique,2.352532,48.862903
414,3,38,RUE,RAMBUTEAU,Chocolaterie - Confiserie,2.353118,48.861394
415,3,42,RUE,RAMBUTEAU,Chocolaterie - Confiserie,2.352849,48.861455
416,3,158,RUE,SAINT MARTIN,Glacier : vente à emporter et consommation sur place,2.351867,48.861873
417,4,49,RUE,QUINCAMPOIX,Torréfacteur -  Commerce détail  thé et café,2.350502,48.861225
418,4,55,RUE,QUINCAMPOIX,Produits alimentaires spécialisés régionaux et étrangers,2.35065,48.861462
419,4,61,RUE,QUINCAMPOIX,Commerce détail de boissons,2.350763,48.861675
420,4,67,RUE,RAMBUTEAU,Produits alimentaires spécialisés régionaux et étrangers,2.35069,48.861798
421,4,65,RUE,RAMBUTEAU,Charcuterie - Traiteur - Epicerie fine,2.351086,48.861709
422,4,21,RUE,RAMBUTEAU,Poissonnerie,2.35473,48.86072
423,4,21,RUE,RAMBUTEAU,Pâtisserie,2.35473,48.86072
424,4,23,RUE,RAMBUTEAU,Pâtisserie,2.354549,48.86078
425,4,23,RUE,RAMBUTEAU,Chocolaterie - Confiserie,2.354549,48.86078
426,4,27,RUE,RAMBUTEAU,Boucherie - Boucherie-Charcuterie,2.354264,48.860876
427,4,27,RUE,RAMBUTEAU,Charcuterie - Traiteur - Epicerie fine,2.354264,48.860876
428,4,29,RUE,RAMBUTEAU,Alimentation générale  <120m²,2.354146,48.860916
429,4,31,RUE,RAMBUTEAU,Vente de fruits et légumes,2.354042,48.86095
430,4,33,RUE,RAMBUTEAU,Boulangerie - Boulangerie Pâtisserie,2.35394,48.860985
431,4,33,RUE,RAMBUTEAU,Charcuterie - Traiteur - Epicerie fine,2.35394,48.860985
432,4,35,RUE,RAMBUTEAU,Chocolaterie - Confiserie,2.353787,48.861036
433,4,37,RUE,RAMBUTEAU,Produits alimentaires spécialisés régionaux et étrangers,2.353611,48.861096
434,4,11,RUE,RAMBUTEAU,Traiteur asiatique,2.355863,48.860341
435,4,13,RUE,RAMBUTEAU,Crèmerie - Fromagerie,2.35567,48.860405
436,4,15,RUE,RAMBUTEAU,Charcuterie - Traiteur - Epicerie fine,2.355467,48.860473
437,4,37,RUE,ARCHIVES,Chocolaterie - Confiserie,2.356375,48.859736
438,4,37,RUE,ARCHIVES,Boucherie - Boucherie-Charcuterie,2.356375,48.859736
439,4,39,RUE,ARCHIVES,Chocolaterie - Confiserie,2.356476,48.859836
440,4,27,RUE,ARCHIVES,Boulangerie - Boulangerie Pâtisserie,2.355758,48.859127
441,4,36,RUE,TEMPLE,Vente de fruits et légumes,2.354278,48.859641
442,4,21,RUE,ARCHIVES,Commerce détail de boissons,2.355376,48.85875
443,11,108,AV,LEDRU ROLLIN,Vente de produits surgelés,2.377043,48.852556
444,11,114,AV,LEDRU ROLLIN,Alimentation générale  <120m²,2.377246,48.852908
445,4,24,RUE,RENARD,Chocolaterie - Confiserie,2.352959,48.859978
446,4,26,RUE,RENARD,Produits alimentaires bio et circuits courts,2.353049,48.860145
447,4,31,RUE,TEMPLE,Alimentation générale  <120m²,2.353792,48.85927
448,4,22,RUE,RENARD,Boulangerie - Boulangerie Pâtisserie,2.352808,48.859701
449,4,63,RUE,SAINT MARTIN,Chocolaterie - Confiserie,2.350286,48.859196
450,4,74,RUE,VERRERIE,Charcuterie - Traiteur - Epicerie fine,2.351053,48.858736
451,4,3,RUE,SAINT MERRI,Glacier : vente à emporter et consommation sur place,2.353518,48.859025
452,4,43,RUE,SAINTE CROIX DE LA BRETONNERIE,Pâtisserie,2.353996,48.858873
453,4,45,RUE,SAINTE CROIX DE LA BRETONNERIE,Boulangerie - Boulangerie Pâtisserie,2.3539,48.858906
454,4,15,RUE,ARCHIVES,Glacier : vente à emporter et consommation sur place,2.354883,48.858265
455,4,17,RUE,ARCHIVES,Alimentation générale  <120m²,2.355019,48.858397
456,4,5,RUE,TEMPLE,Produits alimentaires bio et circuits courts,2.352595,48.857639
457,4,11,RUE,RENARD,Produits alimentaires bio et circuits courts,2.351659,48.858188
458,4,76,RUE,RIVOLI,Chocolaterie - Confiserie,2.350972,48.857764
459,4,81,RUE,VERRERIE,Supermarché classique,2.351386,48.858492
460,4,85,RUE,VERRERIE,Produits alimentaires bio et circuits courts,2.35116,48.858588
461,4,87,RUE,VERRERIE,Produits alimentaires bio et circuits courts,2.351049,48.858637
462,4,24,RUE,SAINT MARTIN,Boulangerie - Boulangerie Pâtisserie,2.350191,48.858721
463,4,23,RUE,LOMBARDS,Supérette  classique,2.34922,48.859296
464,4,6,BD,SEBASTOPOL,Supérette  classique,2.348719,48.858998
465,4,5,RUE,TACHERIE,Chocolaterie - Confiserie,2.349853,48.857392
466,4,6,RUE,TACHERIE,Torréfacteur -  Commerce détail  thé et café,2.35007,48.857481
467,4,11,RUE,FRANCOIS MIRON,Commerce détail de boissons,2.356803,48.855821
468,4,23,RUE,RIVOLI,Produits alimentaires spécialisés régionaux et étrangers,2.356837,48.856114
469,4,17,RUE,RIVOLI,Chocolaterie - Confiserie,2.357516,48.855952
470,4,1,RUE,TIRON,Boulangerie - Boulangerie Pâtisserie,2.357689,48.855677
471,4,1,RUE,TIRON,Produits alimentaires spécialisés régionaux et étrangers,2.357689,48.855677
472,4,60,RUE,FRANCOIS MIRON,Produits alimentaires spécialisés régionaux et étrangers,2.357926,48.855434
473,4,62,RUE,FRANCOIS MIRON,Commerce détail de boissons,2.357986,48.855431
474,4,16,RUE,JOUY,Commerce détail de boissons,2.357975,48.85522
475,4,30,RUE,FRANCOIS MIRON,Produits alimentaires spécialisés régionaux et étrangers,2.356546,48.855724
476,4,24,RUE,PONT LOUIS PHILIPPE,Boulangerie - Boulangerie Pâtisserie,2.356363,48.855701
477,4,54,RUE,HOTEL DE VILLE,Commerce détail de boissons,2.355681,48.854461
478,4,56,RUE,HOTEL DE VILLE,Commerce détail de boissons,2.355604,48.854485
479,4,6,RUE,PONT LOUIS PHILIPPE,Chocolaterie - Confiserie,2.355456,48.854779
480,4,135,RUE,SAINT ANTOINE,Supérette  classique,2.359765,48.855258
481,4,87,RUE,SAINT ANTOINE,Boulangerie - Boulangerie Pâtisserie,2.362437,48.854634
482,4,89,RUE,SAINT ANTOINE,Boulangerie - Boulangerie Pâtisserie,2.362348,48.854667
483,4,91,RUE,SAINT ANTOINE,Commerce détail de boissons,2.362228,48.854705
484,4,93,RUE,SAINT ANTOINE,Produits alimentaires spécialisés régionaux et étrangers,2.362126,48.854722
485,4,95,RUE,SAINT ANTOINE,Torréfacteur -  Commerce détail  thé et café,2.362039,48.854751
486,4,95,RUE,SAINT ANTOINE,Commerce détail de boissons,2.362039,48.854751
487,4,97,RUE,SAINT ANTOINE,Crèmerie - Fromagerie,2.361897,48.854784
488,4,97,RUE,SAINT ANTOINE,Vente de fruits et légumes,2.361897,48.854784
489,4,109,RUE,SAINT ANTOINE,Chocolaterie - Confiserie,2.361111,48.854968
490,4,111,RUE,SAINT ANTOINE,Produits alimentaires spécialisés régionaux et étrangers,2.361019,48.85499
491,4,113,RUE,SAINT ANTOINE,Boucherie - Boucherie-Charcuterie,2.360914,48.855016
492,4,115,RUE,SAINT ANTOINE,Supermarché classique,2.360829,48.855035
493,4,119,RUE,SAINT ANTOINE,Traiteur asiatique,2.360503,48.855105
494,4,129,RUE,SAINT ANTOINE,Boulangerie - Boulangerie Pâtisserie,2.36011,48.855186
495,4,45,RUE,SAINT PAUL,Chocolaterie - Confiserie,2.362328,48.854333
496,4,4,RUE,CARON,Charcuterie - Traiteur - Epicerie fine,2.36266,48.855034
497,4,14,RUE,RIVOLI,Chocolaterie - Confiserie,2.359741,48.855652
498,4,35,RUE,ROI DE SICILE,Chocolaterie - Confiserie,2.356571,48.856626
499,4,39,RUE,ROI DE SICILE,Glacier : vente à emporter et consommation sur place,2.356232,48.856722
500,4,4,RUE,ARCHIVES,Chocolaterie - Confiserie,2.354198,48.857264
501,4,10,RUE,VERRERIE,Traiteur asiatique,2.355123,48.857226
502,4,22,RUE,VERRERIE,Traiteur asiatique,2.354694,48.857395
503,4,34,RUE,ARCHIVES,Commerce détail de boissons,2.355668,48.858765
504,4,20,RUE,SAINTE CROIX DE LA BRETONNERIE,Pâtisserie,2.356306,48.858221
505,4,22,RUE,SAINTE CROIX DE LA BRETONNERIE,Supérette  classique,2.356028,48.858313
506,4,35,RUE,BOURG TIBOURG,Torréfacteur -  Commerce détail  thé et café,2.356482,48.857816
507,4,15,RUE,SAINTE CROIX DE LA BRETONNERIE,Glacier : vente à emporter et consommation sur place,2.356333,48.858119
508,4,2,RUE,VERRERIE,Boulangerie - Boulangerie Pâtisserie,2.355657,48.856987
509,4,2,RUE,VERRERIE,Boulangerie - Boulangerie Pâtisserie,2.355657,48.856987
510,4,8,RUE,BOURG TIBOURG,Chocolaterie - Confiserie,2.35594,48.857007
511,4,20,RUE,BOURG TIBOURG,Supérette  classique,2.356355,48.857498
512,4,30,RUE,BOURG TIBOURG,Torréfacteur -  Commerce détail  thé et café,2.356559,48.857753
513,4,32,RUE,BOURG TIBOURG,Torréfacteur -  Commerce détail  thé et café,2.356607,48.85781
514,4,60,RUE,ROI DE SICILE,Chocolaterie - Confiserie,2.356083,48.856897
515,4,7,RUE,SAINTE CROIX DE LA BRETONNERIE,Alimentation générale  <120m²,2.356931,48.857828
516,4,7,RUE,SAINTE CROIX DE LA BRETONNERIE,Produits alimentaires spécialisés régionaux et étrangers,2.356931,48.857828
517,4,17,RUE,VIEILLE DU TEMPLE,Chocolaterie - Confiserie,2.356961,48.856902
518,4,31,RUE,VIEILLE DU TEMPLE,Glacier : vente à emporter et consommation sur place,2.357472,48.85752
519,4,7,RUE,ECOUFFES,Boucherie - Boucherie-Charcuterie,2.35842,48.856674
520,4,23,RUE,ROSIERS,Pâtisserie,2.358952,48.857379
521,4,27,RUE,ROSIERS,Charcuterie - Traiteur - Epicerie fine,2.358377,48.857654
522,4,29,RUE,ROSIERS,Boulangerie - Boulangerie Pâtisserie,2.358204,48.857711
523,4,22,RUE,VIEILLE DU TEMPLE,Produits alimentaires spécialisés régionaux et étrangers,2.357144,48.856943
524,4,32,RUE,VIEILLE DU TEMPLE,Boulangerie - Boulangerie Pâtisserie,2.357638,48.857504
525,4,36,RUE,VIEILLE DU TEMPLE,Chocolaterie - Confiserie,2.357764,48.857696
526,4,1,RUE,HOSPITALIERES SAINT GERVAIS,Charcuterie - Traiteur - Epicerie fine,2.358467,48.857777
527,4,56,RUE,ROSIERS,Torréfacteur -  Commerce détail  thé et café,2.357976,48.857885
528,4,46,RUE,ROSIERS,Chocolaterie - Confiserie,2.358568,48.857644
529,4,6,RUE,ECOUFFES,Boucherie - Boucherie-Charcuterie,2.358413,48.856493
530,4,17,RUE,ROSIERS,Boucherie - Boucherie-Charcuterie,2.3593,48.857155
531,4,16,RUE,ROI DE SICILE,Supérette  classique,2.359555,48.855943
532,4,14,RUE,PAVEE,Pâtisserie,2.360637,48.8562
533,4,2,RUE,ROSIERS,Chocolaterie - Confiserie,2.361011,48.856425
534,4,4,RUE,RIVOLI,Traiteur asiatique,2.361406,48.855254
535,4,9,RUE,TURENNE,Charcuterie - Traiteur - Epicerie fine,2.363375,48.855308
536,4,28,RUE,SEVIGNE,Produits alimentaires spécialisés régionaux et étrangers,2.362742,48.85661
537,4,27,RUE,TURENNE,Alimentation générale  <120m²,2.364138,48.856404
538,4,3,RUE,PAS DE LA MULE,Boucherie - Boucherie-Charcuterie,2.367962,48.855782
539,4,5,RUE,PAS DE LA MULE,Alimentation générale  <120m²,2.367656,48.855832
540,4,16,RUE,TOURNELLES,Commerce détail de boissons,2.367349,48.854499
541,4,5,BD,BEAUMARCHAIS,Pâtisserie,2.368612,48.854203
542,4,13,BD,BEAUMARCHAIS,Alimentation générale  <120m²,2.368487,48.854677
543,4,12,RUE,JACQUES COEUR,Commerce détail de boissons,2.367627,48.853059
544,4,6,RUE,CASTEX,Produits alimentaires spécialisés régionaux et étrangers,2.366261,48.852755
545,4,11,RUE,SAINT ANTOINE,Boulangerie - Boulangerie Pâtisserie,2.366978,48.853338
546,4,16,RUE,CERISAIE,Produits alimentaires bio et circuits courts,2.365178,48.852265
547,4,26,RUE,PETIT MUSC,Boulangerie - Boulangerie Pâtisserie,2.364388,48.852719
548,4,19,RUE,SAINT ANTOINE,Charcuterie - Traiteur - Epicerie fine,2.366072,48.853478
549,4,19,RUE,SAINT ANTOINE,Commerce détail de boissons,2.366072,48.853478
550,4,23,RUE,SAINT ANTOINE,Vente de fruits et légumes,2.36543,48.853606
551,4,29,RUE,SAINT ANTOINE,Boulangerie - Boulangerie Pâtisserie,2.365227,48.853661
552,4,33,RUE,SAINT ANTOINE,Chocolaterie - Confiserie,2.365001,48.853723
553,4,43,RUE,SAINT ANTOINE,Traiteur asiatique,2.364672,48.853812
554,4,49,RUE,SAINT ANTOINE,Charcuterie - Traiteur - Epicerie fine,2.364393,48.853913
555,4,51,RUE,SAINT ANTOINE,Traiteur asiatique,2.36433,48.853937
556,4,59,RUE,SAINT ANTOINE,Produits alimentaires bio et circuits courts,2.363937,48.854081
557,4,61,RUE,SAINT ANTOINE,Vente de fruits et légumes,2.363797,48.854132
558,4,71,RUE,SAINT ANTOINE,Monoprix,2.363326,48.854306
559,4,73,RUE,SAINT ANTOINE,Commerce détail de boissons,2.363155,48.854367
560,4,75,RUE,SAINT ANTOINE,Produits alimentaires spécialisés régionaux et étrangers,2.363068,48.8544
561,4,75,RUE,SAINT ANTOINE,Chocolaterie - Confiserie,2.363068,48.8544
562,4,77,RUE,SAINT ANTOINE,Crèmerie - Fromagerie,2.362996,48.854426
563,4,81,RUE,SAINT ANTOINE,Traiteur asiatique,2.36289,48.854474
564,4,20,RUE,SAINT PAUL,Produits alimentaires spécialisés régionaux et étrangers,2.361822,48.853488
565,4,8,RUE,SAINT PAUL,Commerce détail de boissons,2.361306,48.853021
566,4,6,QU,CELESTINS,Alimentation générale  <120m²,2.361611,48.851943
567,4,21,BD,HENRI IV,Commerce détail de boissons,2.364798,48.846913
568,4,9,RUE,CERISAIE,Produits alimentaires bio et circuits courts,2.366514,48.851768
569,4,2,RUE,JACQUES COEUR,Alimentation générale  <120m²,2.367144,48.851841
570,4,12,BD,MORLAND,Alimentation générale  <120m²,2.365682,48.847224
571,4,2,BD,MORLAND,Boulangerie - Boulangerie Pâtisserie,2.365682,48.847224
572,4,7,RUE,BIRAGUE,Commerce détail de boissons,2.364983,48.854483
573,4,10,RUE,BIRAGUE,Alimentation générale  <120m²,2.36513,48.854341
574,4,1,RUE,FRANCS BOURGEOIS,Glacier : vente à emporter et consommation sur place,2.36451,48.856342
575,4,10,RUE,SAINT ANTOINE,Charcuterie - Traiteur - Epicerie fine,2.367,48.853689
576,4,24,RUE,SAINT ANTOINE,Alimentation générale  <120m²,2.366019,48.853751
577,4,27,RUE,TOURNELLES,Alimentation générale  <120m²,2.367228,48.855822
578,4,15,PL,VOSGES,Torréfacteur -  Commerce détail  thé et café,2.364564,48.855867
579,4,38,RUE,SAINT LOUIS EN L ILE,Crèmerie - Fromagerie,2.357137,48.851671
580,4,40,RUE,SAINT LOUIS EN L ILE,Boulangerie - Boulangerie Pâtisserie,2.357068,48.851695
581,4,44,RUE,SAINT LOUIS EN L ILE,Boucherie - Boucherie-Charcuterie,2.356911,48.851751
582,4,31,RUE,SAINT LOUIS EN L ILE,Glacier : vente à emporter et consommation sur place,2.356719,48.851722
583,4,19,RUE,DEUX PONTS,Alimentation générale  <120m²,2.355562,48.852877
584,4,45,RUE,SAINT LOUIS EN L ILE,Chocolaterie - Confiserie,2.355884,48.852023
585,4,47,RUE,SAINT LOUIS EN L ILE,Glacier : vente à emporter et consommation sur place,2.355758,48.852067
586,4,51,RUE,SAINT LOUIS EN L ILE,Produits alimentaires spécialisés régionaux et étrangers,2.355594,48.852126
